========================================================================
LOG: verify_migration
STARTED: Tue Apr 15 15:14:02 MDT 2025
USER: patricksmith
PID: 72103
========================================================================

[2025-04-15 15:14:02] [INFO] Starting script: verify_migration
[2025-04-15 15:14:02] [INFO] Description: Migration Verification
[2025-04-15 15:14:02] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop
[2025-04-15 15:14:02] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop/_utilities
[2025-04-15 15:14:02] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop/_utilities/scripts
[2025-04-15 15:14:02] [INFO] Starting migration verification...
[2025-04-15 15:14:02] [INFO] Checking for unmigrated content...
[2025-04-15 15:14:02] [INFO] Creating inventory of original markdown files...
[2025-04-15 15:14:02] [INFO] Found 362 original markdown files
[2025-04-15 15:14:02] [INFO] Found 80 migrated source files
[2025-04-15 15:14:02] [WARNING] Found 283 unmigrated files
[2025-04-15 15:14:02] [INFO] Checking for broken links in migrated content...
[2025-04-15 15:14:02] [INFO] Checking links in: /Users/patricksmith/obsidian/acupcakeshop/content
[2025-04-15 15:14:02] [INFO] Checking links in: /Users/patricksmith/obsidian/acupcakeshop/resources
[2025-04-15 15:14:03] [INFO] Checking links in: /Users/patricksmith/obsidian/acupcakeshop/atlas
[2025-04-15 15:14:03] [INFO] Checking links in: /Users/patricksmith/obsidian/acupcakeshop/docs
[2025-04-15 15:14:03] [WARNING] Found 182 broken links
[2025-04-15 15:14:03] [INFO] Checking frontmatter standardization...
[2025-04-15 15:14:03] [INFO] Checking frontmatter in: /Users/patricksmith/obsidian/acupcakeshop/content
[2025-04-15 15:14:03] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/research/market-analysis/README.md
[2025-04-15 15:14:04] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/compliance/registration/README.md
[2025-04-15 15:14:04] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/compliance/advisory-board/README.md
[2025-04-15 15:14:04] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/compliance/standards/README.md
[2025-04-15 15:14:04] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/smith-roquan-ravens.md
[2025-04-15 15:14:04] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/2025/04_april/2025-04-06-smith-roquan-ravens-linebacker.md
[2025-04-15 15:14:05] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/agents/README.md
[2025-04-15 15:14:05] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model/README.md
[2025-04-15 15:14:06] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/implementation/README.md
[2025-04-15 15:14:06] [INFO] Checking frontmatter in: /Users/patricksmith/obsidian/acupcakeshop/resources
[2025-04-15 15:14:06] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/map-service-models.md
[2025-04-15 15:14:06] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/README.md
[2025-04-15 15:14:06] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/map-athlete-interviews.md
[2025-04-15 15:14:06] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/map-competitor-landscape.md
[2025-04-15 15:14:06] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/map-strategic-planning.md
[2025-04-15 15:14:06] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/mind-map-athlete-financial-lifecycle.md
[2025-04-15 15:14:06] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/mind-map-service-model.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/optimization-table.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/automation-scripts-guide.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/recovery-complete.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/deployment-package.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/vault-fix-report.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/vault-reorganization-plan.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/implementation-status.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/migration-dashboard.md
[2025-04-15 15:14:06] [WARNING] Found 4 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/tagging-implementation-guide.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/athlete-financial-lifecycle.excalidraw.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/cleanup-summary.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/strategic-linking-summary.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/strategic-linking-implementation.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/documentation-dashboard.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/fix-next-steps.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/welcome.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/directory-structure-log.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/mermaid-implementation-guide.md
[2025-04-15 15:14:06] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/migration-verification-status.md
[2025-04-15 15:14:07] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/phased-migration-plan.md
[2025-04-15 15:14:07] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/migration-verification-report.md
[2025-04-15 15:14:07] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/enhanced-implementation-plan.md
[2025-04-15 15:14:07] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/yaml-audit-results.md
[2025-04-15 15:14:07] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/first-phase-plugin-guide.md
[2025-04-15 15:14:07] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/migration-completion-report.md
[2025-04-15 15:14:07] [WARNING] Found 3 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/misc/final-recovery-report.md
