========================================================================
LOG: verify_migration
STARTED: Tue Apr 15 15:02:55 MDT 2025
USER: patricksmith
PID: 39378
========================================================================

[2025-04-15 15:02:55] [INFO] Starting script: verify_migration
[2025-04-15 15:02:55] [INFO] Description: Migration Verification
[2025-04-15 15:02:55] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop
[2025-04-15 15:02:55] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop/_utilities
[2025-04-15 15:02:55] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop/_utilities/scripts
[2025-04-15 15:02:55] [INFO] Starting migration verification...
[2025-04-15 15:02:55] [INFO] Checking for unmigrated content...
[2025-04-15 15:02:55] [INFO] Creating inventory of original markdown files...
[2025-04-15 15:02:55] [INFO] Found 271 original markdown files
[2025-04-15 15:02:55] [INFO] Found 7 migrated source files
[2025-04-15 15:02:55] [WARNING] Found 264 unmigrated files
[2025-04-15 15:02:55] [INFO] Checking for broken links in migrated content...
[2025-04-15 15:02:55] [INFO] Checking links in: /Users/patricksmith/obsidian/acupcakeshop/content
[2025-04-15 15:02:55] [INFO] Checking links in: /Users/patricksmith/obsidian/acupcakeshop/resources
[2025-04-15 15:02:55] [INFO] Checking links in: /Users/patricksmith/obsidian/acupcakeshop/atlas
[2025-04-15 15:02:55] [INFO] Checking links in: /Users/patricksmith/obsidian/acupcakeshop/docs
[2025-04-15 15:02:56] [WARNING] Found 166 broken links
[2025-04-15 15:02:56] [INFO] Checking frontmatter standardization...
[2025-04-15 15:02:56] [INFO] Checking frontmatter in: /Users/patricksmith/obsidian/acupcakeshop/content
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/research/competitor-profiles/research-summary.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/research/competitor-profiles/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/research/agents/kevin-conner.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/research/market-analysis/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/research/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/research/industry-analysis/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/compliance/registration/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/compliance/advisory-board/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/compliance/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/compliance/standards/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/jenkins-john-raiders.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/smith-roquan-ravens.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/johnson-jaylen-bears.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/jenkins-john-raiders-defensive-tackle.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/johnson-jaylen-bears-safety.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/smith-roquan-ravens-linebacker.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/oconnell-aidan-raiders-quarterback.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/oconnell-aidan-raiders.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/agents/lynn-nicole.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/agents/conner-kevin.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/agents/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/-.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/campbell-lamar.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/nelson-daryl.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/README.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/implementation/README.md
[2025-04-15 15:02:56] [INFO] Checking frontmatter in: /Users/patricksmith/obsidian/acupcakeshop/resources
[2025-04-15 15:02:56] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/map-service-models.md
[2025-04-15 15:02:56] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/README.md
[2025-04-15 15:02:56] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/map-athlete-interviews.md
[2025-04-15 15:02:56] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/map-competitor-landscape.md
[2025-04-15 15:02:56] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/map-strategic-planning.md
[2025-04-15 15:02:56] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/mind-map-athlete-financial-lifecycle.md
[2025-04-15 15:02:56] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Maps/mind-map-service-model.md
[2025-04-15 15:02:57] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/README.md
[2025-04-15 15:02:57] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Visualizations/athlete-financial-lifecycle.excalidraw.md
[2025-04-15 15:02:57] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Visualizations/README.md
[2025-04-15 15:02:57] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Visualizations/README-templates.md
[2025-04-15 15:02:57] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/index.md
[2025-04-15 15:02:57] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Dashboards/competitor-analysis.md
[2025-04-15 15:02:57] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Dashboards/competitor/README.md
[2025-04-15 15:02:57] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Dashboards/financial/README.md
[2025-04-15 15:02:57] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Dashboards/project-status.md
[2025-04-15 15:02:57] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Dashboards/interview-insights.md
[2025-04-15 15:02:57] [WARNING] Found 5 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/resources/Dashboards/content-status.md
